,Airline,Date_of_Journey,Source,Destination,Route,Total_Stops,Additional_Info,Price,journey_year,journey_month,journey_day,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,duration_hr,duration_min
7620,Air India,2019-01-05,Kolkata,Banglore,CCU → MAA → BLR,1 stop,No info,7001,2019,1,5,14,35,14,35,24,0
7621,Air India,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,8576,2019,5,18,9,25,18,30,9,5
7622,Jet Airways,2019-09-05,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,15129,2019,9,5,19,30,4,25,8,55
7623,IndiGo,2019-09-04,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,9,4,8,30,11,20,2,50
7624,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,21,6,30,19,50,13,20
7625,Vistara,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,8085,2019,9,6,20,20,20,20,24,0
7626,Jet Airways,2019-03-03,Delhi,Cochin,DEL → UDR → BOM → COK,2 stops,No info,20747,2019,3,3,18,20,4,25,34,5
7627,Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,10203,2019,6,5,17,30,8,55,15,25
7628,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,12898,2019,5,21,19,45,19,0,23,15
7629,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,13941,2019,12,5,6,30,8,15,25,45
7630,IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7503,2019,5,18,10,35,21,0,10,25
7631,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14714,2019,1,6,9,0,19,0,10,0
7632,IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,5054,2019,6,24,7,35,12,10,4,35
7633,GoAir,2019-03-15,Banglore,New Delhi,BLR → DEL,non-stop,No info,8722,2019,3,15,20,55,23,50,2,55
7634,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,8586,2019,6,5,6,30,10,5,27,35
7635,Air India,2019-09-06,Banglore,Delhi,BLR → DEL,non-stop,No info,5228,2019,9,6,21,5,23,55,2,50
7636,Air India,2019-09-05,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3100,2019,9,5,13,55,15,25,1,30
7637,IndiGo,2019-01-06,Delhi,Cochin,DEL → COK,non-stop,No info,6541,2019,1,6,5,35,8,50,3,15
7638,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8266,2019,5,21,10,20,19,15,8,55
7639,IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6628,2019,3,6,18,35,1,30,6,55
7640,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,9663,2019,5,21,16,30,4,40,12,10
7641,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,9899,2019,12,6,16,30,22,35,6,5
7642,IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,2 stops,No info,6223,2019,3,27,4,55,21,20,16,25
7643,IndiGo,2019-09-06,Kolkata,Banglore,CCU → HYD → BLR,1 stop,No info,5380,2019,9,6,15,15,20,30,5,15
7644,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7740,2019,6,6,7,30,21,0,13,30
7645,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,9899,2019,12,6,6,30,19,50,13,20
7646,Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,5198,2019,5,18,11,10,14,5,2,55
7647,Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,2 stops,In-flight meal not included,9254,2019,3,27,5,25,4,25,23,0
7648,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14388,2019,5,18,14,5,10,5,20,0
7649,Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,8137,2019,6,5,7,10,9,5,25,55
7650,Air India,2019-09-05,Delhi,Cochin,DEL → CCU → BOM → COK,2 stops,No info,13591,2019,9,5,20,15,19,15,23,0
7651,SpiceJet,2019-12-05,Kolkata,Banglore,CCU → KNU → BLR,1 stop,No info,8479,2019,12,5,11,35,18,50,7,15
7652,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,15,18,55,18,15,23,20
7653,Air India,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,10203,2019,12,6,17,30,20,25,26,55
7654,IndiGo,2019-12-06,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6938,2019,12,6,14,20,22,30,8,10
7655,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,9646,2019,6,15,9,45,22,30,12,45
7656,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6593,2019,1,6,16,0,21,0,5,0
7657,Vistara Premium economy,2019-01-03,Chennai,Kolkata,MAA → CCU,non-stop,No info,9125,2019,1,3,7,5,9,20,2,15
7658,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7670,2019,5,15,15,15,1,30,10,15
7659,Air India,2019-06-06,Kolkata,Banglore,CCU → VNS → DEL → BLR,2 stops,No info,15894,2019,6,6,14,30,23,15,8,45
7660,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → GAU → BLR,1 stop,In-flight meal not included,5608,2019,5,15,10,20,17,35,7,15
7661,GoAir,2019-05-21,Delhi,Cochin,DEL → AMD → COK,1 stop,No info,5842,2019,5,21,7,25,13,20,5,55
7662,SpiceJet,2019-03-27,Delhi,Cochin,DEL → PNQ → COK,1 stop,No info,4466,2019,3,27,8,45,13,15,4,30
7663,IndiGo,2019-06-24,Chennai,Kolkata,MAA → CCU,non-stop,No info,3597,2019,6,24,13,15,15,35,2,20
7664,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,13555,2019,3,18,11,40,23,0,11,20
7665,Air India,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,10979,2019,3,6,10,0,19,15,9,15
7666,Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,15129,2019,5,18,5,30,19,0,13,30
7667,Air India,2019-03-21,Delhi,Cochin,DEL → COK,non-stop,No info,5674,2019,3,21,14,10,17,10,3,0
7668,Vistara,2019-04-27,Banglore,Delhi,BLR → DEL,non-stop,No info,5613,2019,4,27,9,45,12,35,2,50
7669,SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,non-stop,No check-in baggage included,5725,2019,3,24,22,20,0,40,2,20
7670,IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,10067,2019,9,3,16,55,19,45,2,50
7671,SpiceJet,2019-12-04,Banglore,Delhi,BLR → DEL,non-stop,No check-in baggage included,4885,2019,12,4,9,30,12,20,2,50
7672,Air India,2019-09-06,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,7690,2019,9,6,6,5,9,25,27,20
7673,IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8258,2019,3,3,20,30,1,35,5,5
7674,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7408,2019,12,6,7,0,21,0,14,0
7675,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,24,8,25,20,45,12,20
7676,Jet Airways,2019-03-21,Delhi,Cochin,DEL → MAA → BOM → COK,2 stops,In-flight meal not included,8728,2019,3,21,16,10,18,50,26,40
7677,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,5894,2019,6,24,11,25,21,0,9,35
7678,Air India,2019-12-03,Kolkata,Banglore,CCU → BLR,non-stop,No info,4435,2019,12,3,20,45,23,20,2,35
7679,Jet Airways,2019-05-21,Mumbai,Hyderabad,BOM → HYD,non-stop,In-flight meal not included,4050,2019,5,21,2,55,4,20,1,25
7680,IndiGo,2019-04-15,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,4,15,22,15,0,50,2,35
7681,Air India,2019-03-27,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,5957,2019,3,27,9,45,9,25,23,40
7682,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,12692,2019,9,6,17,0,21,5,28,5
7683,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,non-stop,No info,7303,2019,3,24,16,55,19,45,2,50
7684,Air India,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,1 stop,No info,6117,2019,1,5,19,0,11,5,16,5
7685,IndiGo,2019-12-05,Delhi,Cochin,DEL → COK,non-stop,No info,6015,2019,12,5,5,35,8,50,3,15
7686,Air India,2019-09-06,Kolkata,Banglore,CCU → BOM → GOI → BLR,2 stops,No info,11642,2019,9,6,9,25,5,35,20,10
7687,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7564,2019,5,18,6,40,19,15,12,35
7688,IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,4,24,16,55,19,55,3,0
7689,IndiGo,2019-06-27,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,6442,2019,6,27,5,5,16,10,11,5
7690,Air India,2019-09-06,Kolkata,Banglore,CCU → HYD → BLR,1 stop,No info,6327,2019,9,6,19,0,11,5,16,5
7691,Air India,2019-03-27,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,7416,2019,3,27,9,45,8,15,22,30
7692,Air India,2019-05-27,Delhi,Cochin,DEL → LKO → BOM → COK,2 stops,No info,14588,2019,5,27,7,10,7,40,24,30
7693,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7198,2019,12,6,10,0,1,30,15,30
7694,Air India,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8669,2019,6,27,7,0,19,15,12,15
7695,IndiGo,2019-09-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6093,2019,9,6,6,40,21,0,14,20
7696,Air India,2019-09-05,Kolkata,Banglore,CCU → VNS → DEL → BLR,2 stops,No info,15107,2019,9,5,14,30,12,30,22,0
7697,Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8372,2019,5,18,9,0,7,40,22,40
7698,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,7064,2019,1,4,8,25,22,35,14,10
7699,Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,12732,2019,3,24,7,10,22,55,15,45
7700,SpiceJet,2019-06-27,Chennai,Kolkata,MAA → CCU,non-stop,No info,3597,2019,6,27,17,45,20,5,2,20
7701,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,non-stop,No info,7303,2019,3,24,8,30,11,30,3,0
7702,Air India,2019-06-06,Kolkata,Banglore,CCU → IXR → DEL → BLR,2 stops,No info,10991,2019,6,6,5,50,20,25,14,35
7703,Air India,2019-09-03,Banglore,New Delhi,BLR → VGA → DEL,1 stop,No info,10321,2019,9,3,10,30,11,20,24,50
7704,IndiGo,2019-06-06,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,6,6,13,0,15,50,2,50
7705,IndiGo,2019-05-21,Delhi,Cochin,DEL → MAA → COK,1 stop,No info,5636,2019,5,21,7,15,12,30,5,15
7706,IndiGo,2019-09-04,Kolkata,Banglore,CCU → HYD → BLR,1 stop,No info,4268,2019,9,4,15,15,20,5,4,50
7707,Jet Airways,2019-09-06,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,13014,2019,9,6,5,30,19,0,13,30
7708,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13727,2019,9,5,9,0,21,0,12,0
7709,IndiGo,2019-09-04,Kolkata,Banglore,CCU → BLR,non-stop,No info,4174,2019,9,4,15,15,17,45,2,30
7710,Air India,2019-03-27,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,10493,2019,3,27,12,0,19,15,7,15
7711,IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6794,2019,5,21,10,35,21,0,10,25
7712,IndiGo,2019-12-05,Kolkata,Banglore,CCU → PNQ → BLR,1 stop,No info,7228,2019,12,5,21,0,2,15,5,15
7713,Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,26890,2019,1,3,7,0,18,25,11,25
7714,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,7038,2019,1,6,7,10,16,10,9,0
7715,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,7064,2019,1,4,6,30,8,15,25,45
7716,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10031,2019,3,24,21,10,23,25,26,15
7717,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,9663,2019,6,5,20,0,4,40,8,40
7718,Air Asia,2019-01-05,Banglore,Delhi,BLR → DEL,non-stop,No info,4483,2019,1,5,23,55,2,45,2,50
7719,Jet Airways,2019-03-06,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,5769,2019,3,6,8,20,11,20,3,0
7720,IndiGo,2019-04-24,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,4,24,15,15,17,45,2,30
7721,Air India,2019-05-15,Kolkata,Banglore,CCU → BLR,non-stop,No info,4145,2019,5,15,20,45,23,20,2,35
7722,Air India,2019-05-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4880,2019,5,18,20,45,23,20,2,35
7723,SpiceJet,2019-06-06,Chennai,Kolkata,MAA → CCU,non-stop,No check-in baggage included,3543,2019,6,6,9,45,12,0,2,15
7724,Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,1 Long layover,27992,2019,1,3,8,55,21,20,12,25
7725,IndiGo,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7191,2019,9,5,7,30,21,0,13,30
7726,Vistara,2019-01-04,Banglore,Delhi,BLR → DEL,non-stop,No info,5403,2019,1,4,7,0,9,40,2,40
7727,Jet Airways,2019-09-06,Delhi,Cochin,DEL → JDH → BOM → COK,2 stops,In-flight meal not included,15812,2019,9,6,11,40,19,0,7,20
7728,Jet Airways,2019-09-04,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,4544,2019,9,4,19,50,22,50,3,0
7729,Air Asia,2019-03-06,Delhi,Cochin,DEL → BLR → COK,1 stop,No info,11410,2019,3,6,16,45,22,25,5,40
7730,IndiGo,2019-03-05,Chennai,Kolkata,MAA → CCU,non-stop,No info,4332,2019,3,5,11,35,14,0,2,25
7731,Jet Airways,2019-04-15,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,4544,2019,4,15,17,45,20,45,3,0
7732,IndiGo,2019-05-24,Kolkata,Banglore,CCU → MAA → BLR,1 stop,No info,4226,2019,5,24,6,20,10,20,4,0
7733,Air India,2019-03-06,Kolkata,Banglore,CCU → BLR,non-stop,No info,4145,2019,3,6,20,45,23,20,2,35
7734,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14848,2019,6,27,10,0,19,15,9,15
7735,IndiGo,2019-03-04,Banglore,Delhi,BLR → DEL,non-stop,No info,3419,2019,3,4,0,30,3,25,2,55
7736,Jet Airways,2019-03-24,Banglore,New Delhi,BLR → DEL,non-stop,No info,7229,2019,3,24,18,55,21,55,3,0
7737,SpiceJet,2019-03-06,Delhi,Cochin,DEL → PNQ → COK,1 stop,No info,5830,2019,3,6,8,45,13,15,4,30
7738,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,10972,2019,3,18,14,5,7,40,17,35
7739,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14231,2019,3,24,18,55,8,10,13,15
7740,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,9,6,18,55,19,50,24,55
7741,SpiceJet,2019-12-05,Kolkata,Banglore,CCU → IXB → BLR,1 stop,No info,11468,2019,12,5,11,15,18,30,7,15
7742,Air Asia,2019-05-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4409,2019,5,18,22,50,1,20,2,30
7743,Jet Airways,2019-06-27,Delhi,Cochin,DEL → NAG → BOM → COK,2 stops,No info,13376,2019,6,27,14,35,12,35,22,0
7744,IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,non-stop,No info,4077,2019,6,21,23,30,2,20,2,50
7745,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,13067,2019,9,5,9,35,21,5,11,30
7746,IndiGo,2019-06-06,Banglore,Delhi,BLR → DEL,non-stop,No info,4823,2019,6,6,7,10,10,5,2,55
7747,Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,14817,2019,9,3,6,50,19,15,12,25
7748,IndiGo,2019-03-24,Chennai,Kolkata,MAA → CCU,non-stop,No info,4326,2019,3,24,7,55,10,15,2,20
7749,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15603,2019,3,3,7,0,21,0,14,0
7750,Air India,2019-03-24,Kolkata,Banglore,CCU → GAU → DEL → BLR,2 stops,No info,13885,2019,3,24,16,45,23,15,30,30
7751,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,17261,2019,6,3,11,40,9,0,21,20
7752,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,3 stops,No info,15629,2019,9,6,11,35,21,0,9,25
7753,Air India,2019-06-05,Kolkata,Banglore,CCU → BBI → HYD → BLR,2 stops,No info,6117,2019,6,5,9,10,4,40,19,30
7754,Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,12819,2019,6,24,23,5,4,25,29,20
7755,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,13377,2019,5,27,18,15,1,30,7,15
7756,Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,26890,2019,1,3,7,0,15,15,8,15
7757,IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,non-stop,No info,3419,2019,5,15,0,30,3,25,2,55
7758,Air India,2019-05-15,Kolkata,Banglore,CCU → GAU → DEL → BLR,2 stops,No info,14960,2019,5,15,9,50,23,15,13,25
7759,Air India,2019-03-03,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,11185,2019,3,3,19,30,20,45,1,15
7760,Air India,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,8372,2019,5,27,19,0,19,15,24,15
7761,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,6,6,2,15,12,35,10,20
7762,Air India,2019-12-06,Kolkata,Banglore,CCU → BOM → COK → BLR,2 stops,No info,11542,2019,12,6,16,50,13,45,20,55
7763,SpiceJet,2019-03-04,Kolkata,Banglore,CCU → MAA → BLR,1 stop,No info,4649,2019,3,4,15,5,20,20,5,15
7764,Jet Airways,2019-09-03,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,5678,2019,9,3,19,40,21,10,1,30
7765,SpiceJet,2019-01-06,Banglore,Delhi,BLR → DEL,non-stop,No info,3971,2019,1,6,9,30,12,20,2,50
7766,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → HYD → COK,1 stop,No info,7878,2019,3,6,7,10,16,10,9,0
7767,Jet Airways,2019-06-27,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,13014,2019,6,27,5,30,19,0,13,30
7768,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,non-stop,No info,4423,2019,1,5,6,5,8,50,2,45
7769,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,10262,2019,1,6,14,0,4,25,14,25
7770,Vistara,2019-05-27,Banglore,Delhi,BLR → DEL,non-stop,No info,4668,2019,5,27,9,45,12,35,2,50
7771,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,21,21,10,18,15,21,5
7772,Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,In-flight meal not included,10368,2019,6,24,9,40,4,25,18,45
7773,IndiGo,2019-04-21,Banglore,Delhi,BLR → DEL,non-stop,No info,4591,2019,4,21,10,10,13,0,2,50
7774,IndiGo,2019-06-05,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7191,2019,6,5,18,35,1,30,6,55
7775,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,9794,2019,5,18,6,0,12,35,6,35
7776,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,1,6,4,0,6,50,2,50
7777,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,13626,2019,12,6,6,30,12,0,5,30
7778,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,9663,2019,12,5,20,0,9,20,13,20
7779,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → HYD → COK,1 stop,In-flight meal not included,6093,2019,6,15,7,10,16,10,9,0
7780,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,1 stop,No info,11717,2019,12,3,21,25,7,40,10,15
7781,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14781,2019,5,18,20,0,9,20,13,20
7782,Jet Airways,2019-03-05,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,3,5,6,0,8,45,2,45
7783,GoAir,2019-01-06,Banglore,Delhi,BLR → DEL,non-stop,No info,3898,2019,1,6,20,55,23,40,2,45
7784,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,14714,2019,3,6,22,50,12,35,13,45
7785,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,7005,2019,5,27,11,40,21,0,9,20
7786,IndiGo,2019-06-15,Chennai,Kolkata,MAA → CCU,non-stop,No info,3597,2019,6,15,14,45,17,5,2,20
7787,SpiceJet,2019-03-18,Kolkata,Banglore,CCU → BLR,non-stop,No check-in baggage included,4413,2019,3,18,6,55,9,35,2,40
7788,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15353,2019,6,3,10,20,19,15,8,55
7789,IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,non-stop,No info,3943,2019,1,5,10,10,13,0,2,50
7790,IndiGo,2019-03-15,Chennai,Kolkata,MAA → CCU,non-stop,No info,6297,2019,3,15,13,20,15,35,2,15
7791,IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,non-stop,No info,6144,2019,9,3,20,0,22,55,2,55
7792,Air India,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,No info,12257,2019,5,21,18,45,19,15,24,30
7793,Jet Airways,2019-05-21,Delhi,Cochin,DEL → AMD → BOM → COK,2 stops,No info,15129,2019,5,21,13,25,12,35,23,10
7794,Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,In-flight meal not included,10368,2019,6,24,5,30,4,25,22,55
7795,Jet Airways,2019-09-05,Delhi,Cochin,DEL → JAI → BOM → COK,2 stops,In-flight meal not included,13029,2019,9,5,9,40,19,0,9,20
7796,Air India,2019-06-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,2 stops,No info,9416,2019,6,6,12,0,11,10,23,10
7797,Air India,2019-03-06,Delhi,Cochin,DEL → COK,non-stop,No info,6934,2019,3,6,18,5,21,10,3,5
7798,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,11467,2019,5,21,20,25,14,25,18,0
7799,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,6795,2019,3,6,15,15,1,30,10,15
7800,IndiGo,2019-03-27,Kolkata,Banglore,CCU → BLR,non-stop,No info,5198,2019,3,27,15,20,17,55,2,35
7801,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1 stop,In-flight meal not included,14053,2019,9,3,17,25,18,50,25,25
7802,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,1 stop,No info,7927,2019,1,4,7,10,23,25,16,15
7803,IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4462,2019,3,18,10,10,12,55,2,45
7804,GoAir,2019-04-27,Banglore,Delhi,BLR → DEL,non-stop,No info,5048,2019,4,27,7,45,10,40,2,55
7805,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1 stop,In-flight meal not included,10844,2019,5,24,20,0,23,35,27,35
7806,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15411,2019,3,3,8,55,18,50,9,55
7807,IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4462,2019,3,18,17,15,19,55,2,40
7808,Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,5678,2019,3,27,15,50,17,20,1,30
7809,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,15764,2019,6,3,9,55,4,25,18,30
7810,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1 stop,No info,17024,2019,6,3,22,20,19,45,21,25
7811,Air India,2019-06-18,Mumbai,Hyderabad,BOM → HYD,non-stop,No info,3100,2019,6,18,6,20,7,40,1,20
7812,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,non-stop,No info,7229,2019,1,5,18,55,22,0,3,5
7813,IndiGo,2019-04-24,Kolkata,Banglore,CCU → BLR,non-stop,No info,4804,2019,4,24,14,25,16,55,2,30
7814,Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,non-stop,In-flight meal not included,5769,2019,6,24,8,20,11,20,3,0
7815,Air Asia,2019-03-18,Kolkata,Banglore,CCU → BLR,non-stop,No info,4384,2019,3,18,19,35,22,5,2,30
7816,Air India,2019-06-27,Delhi,Cochin,DEL → TRV → COK,1 stop,No info,6587,2019,6,27,5,15,6,50,25,35
7817,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,1 stop,In-flight meal not included,7832,2019,3,21,5,45,19,10,13,25
7818,Air India,2019-03-15,Chennai,Kolkata,MAA → CCU,non-stop,No info,7082,2019,3,15,11,40,13,55,2,15
7819,SpiceJet,2019-03-15,Chennai,Kolkata,MAA → CCU,non-stop,No info,6300,2019,3,15,8,20,10,35,2,15
7820,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1 stop,No info,14571,2019,6,6,8,25,16,20,7,55
